imo,canonical_name,operator,operator_group,vessel_segment,registry_decision,active_status,source_name,source_url,source_checked_at,notes
9195200,Brilliance of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Brilliance of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9195200 confirms BRILLIANCE OF THE SEAS and IMO 9195200.
9228344,Serenade of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Serenade of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9228344 confirms SERENADE OF THE SEAS and IMO 9228344.
9228356,Jewel of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Jewel of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9228356 confirms JEWEL OF THE SEAS and IMO 9228356.
9304033,Freedom of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Freedom of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9304033 confirms FREEDOM OF THE SEAS and IMO 9304033.
9330032,Liberty of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Liberty of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9330032 confirms LIBERTY OF THE SEAS and IMO 9330032.
9349681,Independence of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Independence of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9349681 confirms INDEPENDENCE OF THE SEAS and IMO 9349681.
9383936,Oasis of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Oasis of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9383936 confirms OASIS OF THE SEAS and IMO 9383936.
9383948,Allure of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Allure of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9383948 confirms ALLURE OF THE SEAS and IMO 9383948.
9682875,Harmony of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Harmony of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9682875 confirms HARMONY OF THE SEAS and IMO 9682875.
9744001,Symphony of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Symphony of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9744001 confirms SYMPHONY OF THE SEAS and IMO 9744001.
9838345,Wonder of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Wonder of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9838345 confirms WONDER OF THE SEAS and IMO 9838345.
9880001,Utopia of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Utopia of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9880001 confirms UTOPIA OF THE SEAS and IMO 9880001.
9829930,Icon of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Icon of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9829930 confirms ICON OF THE SEAS and IMO 9829930.
9829942,Star of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Star of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9829942 confirms STAR OF THE SEAS and IMO 9829942.
9549463,Quantum of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Quantum of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9549463 confirms QUANTUM OF THE SEAS and IMO 9549463.
9656101,Anthem of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Anthem of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9656101 confirms ANTHEM OF THE SEAS and IMO 9656101.
9697753,Ovation of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Ovation of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9697753 confirms OVATION OF THE SEAS and IMO 9697753.
9778856,Spectrum of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Spectrum of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9778856 confirms SPECTRUM OF THE SEAS and IMO 9778856.
9795737,Odyssey of the Seas,Royal Caribbean International,Royal Caribbean Group,OCEAN_CRUISE,ACCEPT,ACTIVE,Royal Caribbean fleet page + VesselFinder,https://www.royalcaribbean.com/cruise-ships,2026-07-02,Official fleet source https://www.royalcaribbean.com/cruise-ships lists Odyssey of the Seas; IMO identity source https://www.vesselfinder.com/vessels/details/9795737 confirms ODYSSEY OF THE SEAS and IMO 9795737.
